triage,multi_claim,cdg_id,bucket,cdg_title,cdg_year,cdg_platform,a_id,a_name,a_articles,a_years,b_id,b_name,b_articles,b_years,jev_same_game,jev_relation,jev_relation_conf,jev_era_mismatch,decision
建議合併,,cdg-1592,B 一中一西,伊蘇國,1989,DOS,cmswqdm8u00c104l6v2yjifu0,伊蘇國,3,1990–1991,cmsvpbm1m000904jvs3fslqf4,Ancient Land of Ys,1,1989–1989,0.920,translation_pair,0.930,0.130,
建議合併,,cdg-1620,B 一中一西,俠客遊,1994,DOS,cmtpkxds8064a04jvv07i0krc,俠客遊,2,1996–1999,cmtpki0l002yz04jv5r15adcc,LUNATIC DAWN II,1,1995–1995,0.920,translation_pair,0.880,0.440,
建議合併,,cdg-2676,B 一中一西,雷神之鎚,1996,DOS,cmtpkv05m05fa04jv8vgj5298,雷神之鎚,3,1996–1996,cmtpkp9pw03xs04jvonz29tzb,QUAKE,3,1995–1997,0.920,translation_pair,0.890,0.160,
建議合併,,cdg-3048,B 一中一西,捍衛雄鷹3.0,1991,DOS,cmt1mvabr005n04ju49e3afcr,捍衛雄鷹3.0,8,1992–1993,cmsysz3aa006v04jojdyrfltb,FALCON 3.0,5,1991–1992,0.920,translation_pair,0.830,0.130,
建議合併,,cdg-3890,B 一中一西,忍,1989,DOS,cmsvud7vh001404l6r2gqi4jf,忍,2,1989–1990,cmsvud7vo001604l6oq9kbdsc,SHINOBI,1,1989–1989,0.920,translation_pair,0.790,0.140,
建議合併,,cdg-4023,B 一中一西,長槍之役,1990,DOS,cmsybv6j100ba04l2vb7yh4o2,長槍之役,3,1991–1991,cmsxqcbp7005j04l46e0pxwj2,War of the Lance,1,1990–1990,0.920,translation_pair,0.980,0.200,
建議合併,,cdg-4147,B 一中一西,聖戰物語,1997,DOS,cmtpl556o085004jvghsapogz,聖戰物語,2,1997–1997,cmtpkyu1x06j404jvs9et5huj,Duel Succession,1,1996–1996,0.920,translation_pair,0.990,0.250,
建議合併,,cdg-4195,B 一中一西,死亡潛航2,1990,DOS,cmt1hzs9l002s04ld75z9h3m5,死亡潛航II,1,1992–1992,cmsxqcbq0005r04l4q7pbv475,Silent Service II,2,1990–1990,0.920,translation_pair,0.980,0.140,
建議合併,,cdg-4438,B 一中一西,鐵血傭兵,1990,DOS,cmt03mni0001z04l5rwoeeux7,鐵血傭兵,3,1992–1992,cmta91ul7005m04l6zzufrfw8,HARD NOVA,1,1991–1991,0.920,translation_pair,0.960,0.390,
建議合併,,cdg-4585,B 一中一西,妙賊奇弗,1989,DOS,cmsyqgoo400ak04jne8gvom6u,妙賊奇弗,3,1991–1991,cmsyqnpeq000v04i58bykn870,KEEF the THIEF,1,1991–1991,0.920,translation_pair,0.870,0.430,
建議合併,,cdg-4595,B 一中一西,天生好手2,1991,DOS,cmtdmiiix000g04l4rg0howd7,天生好手2,1,1992–1992,cmt1hzs2d000w04ldil167ckp,天生好手II,1,1992–1992,0.920,same_writing,0.860,0.390,
建議合併,,cdg-4596,B 一中一西,空中英雄：長空會戰,1991,DOS,cmt1hzs4u001k04ld4qcxnlzf,空中英雄－長空會戰,1,1992–1992,cmt1mj8it000d04ju87j981c1,空中英雄長空會戰,2,1992–1992,0.920,same_writing,1.000,0.370,
建議合併,,cdg-4606,B 一中一西,美國鼠譚,1992,DOS,cmta069z1000p04jr3w0hcjuo,美國鼠譚,1,1992–1992,cmta069zb000q04jrq751s2fv,An American Tail,1,1992–1992,0.920,translation_pair,0.980,0.100,
建議合併,,cdg-4642,B 一中一西,救世聖主,1993,DOS,cmtpkcbgu01iy04jvadx3r54g,救世聖主,2,1994–1994,cmtpk6hru01a604jvtb6pnwc1,SHADOW CASTER,1,1993–1993,0.920,translation_pair,0.920,0.140,
建議合併,,cdg-4733,B 一中一西,激流浪子,1989,DOS,cmswuudoh000104l4cwbxb20v,激流浪子,2,1990–1991,cmswuudp0000204l47atvs3zk,TOOBIN,1,1990–1990,0.920,translation_pair,0.820,0.260,
建議合併,,cdg-4780,B 一中一西,秘境傳說,1998,Windows,cmss8frvm001j04jss6uivsko,秘境傳說,1,1999–1999,cmtplmm6m0cjx04jv3zk3t3sg,Midgard,1,1999–1999,0.920,translation_pair,0.990,0.440,
建議合併,,cdg-3758,B 一中一西 ⚠年代分歧,魔界歷險,1987,DOS,cmswuudul000x04l4549cl9ky,魔界歷險,6,1990–1991,cmtplfdzw0ar304jvyir56s1z,魔域傳說,1,1998–1998,0.920,translation_pair,0.910,0.550,
建議合併,,cdg-0425,C 同語言、字面小異,大逆鱗3,1999,Windows,cmsregzzj001104iefirwgpbo,大逆鱗3,1,1999–1999,cmtple5eo0ad204jv4dpzjkqb,大逆鱗III,3,1998–1999,0.920,same_writing,0.750,0.220,
建議合併,,cdg-1189,C 同語言、字面小異,波斯王子,1990,DOS,cmsx2unfz000p04ldsu7kvqky,波斯王子,9,1990–2004,cmsx2xztr00ci04ldfzp1l94g,波斯王子 (Prince of Persia),3,1990–1990,0.920,same_writing,0.610,0.150,
建議合併,,cdg-1565,C 同語言、字面小異,仙劍奇俠傳2,2003,Windows,cmtpn8s8201qm04l6uf7gzbow,仙劍奇俠傳2,3,2002–2003,cmtpnc6jr028z04l6thmxhwl5,仙劍奇俠傳二,7,2002–2003,0.920,same_writing,0.780,0.080,
建議合併,,cdg-3107,C 同語言、字面小異,楚漢之爭2：赤龍反撲,1992,DOS,cmt9n7myw009w04jm14hy9zco,楚漢之爭2—赤龍反撲,2,1992–1992,cmt9n4wl7005o04jm805h4fgq,楚漢之爭2,2,1992–1992,0.920,same_writing,0.630,0.050,
建議合併,,cdg-3429,C 同語言、字面小異,英雄傳奇,1989,DOS,cmswq0tdi007d04l6dnphtdiv,英雄傳奇,2,1990–1990,cmswuue1e002104l4nbpd0t6r,英雄傳奇I,2,1990–1990,0.920,same_writing,0.350,0.260,
建議合併,,cdg-4598,C 同語言、字面小異,小人物狂想曲2,1991,DOS,cmtdmiih0000404l4bno7jj50,小人物狂想曲2,1,1992–1992,cmt8znyko000904jymh5f1dnd,小人物狂想曲 II,3,1992–1992,0.920,same_writing,0.900,0.380,
建議合併,,cdg-4526,D 同語言、字面差很多,中國貳：永恆帝國,2002,Windows,cmtpn7cr301ek04l6vunlppv9,中國2,1,2002–2002,cmtpn82xh01lp04l6f9kfbnrw,中國貳,2,2002–2003,0.920,same_writing,0.590,0.160,
建議合併,,cdg-1968,A 正規化後完全相同,雙截龍2：復仇,1988,DOS,cmsvuqwtg000p04lesa83s82n,雙截龍 II,1,1990–1990,cmsx2unnl002604ldqe5irny6,雙截龍II,2,1990–1990,0.910,same_writing,0.780,0.410,
建議合併,,cdg-0233,B 一中一西,三國演義,1991,DOS,cmsylqohs003f04jih81zn4j0,三國演義,17,1991–1992,cmsylwgrf005604jiajhhyt73,The Rising Dynasty,1,1991–1991,0.910,translation_pair,0.980,0.080,
建議合併,,cdg-3175,B 一中一西,模擬城市,1989,DOS,cmsvpx56x000504ldpysay0t8,模擬城市,7,1989–2000,cmsxqcbxk007x04l414fm7ej8,SimCity,1,1990–1990,0.910,translation_pair,0.950,0.340,
建議合併,,cdg-3175,B 一中一西,模擬城市,1989,DOS,cmsvud7tt000l04l6zyg2uajr,SIM CITY,1,1989–1989,cmsxqcbxk007x04l414fm7ej8,SimCity,1,1990–1990,0.910,translation_pair,0.610,0.560,
建議合併,,cdg-3944,B 一中一西,北與南,1989,DOS,cmswq0tbg006v04l63vkc2e6x,北與南,2,1990–1998,cmsxqcbut007404l4citg7ydd,North & South,1,1990–1990,0.910,translation_pair,0.890,0.290,
建議合併,,cdg-3950,B 一中一西,猛鬼逛街,1989,DOS,cmsvud7ux000x04l6dqnbdagc,猛鬼逛街,4,1989–1990,cmsvud7v3000z04l6813huwg2,A NIGHTMARE ON ELM STREET,1,1989–1989,0.910,translation_pair,0.830,0.120,
建議合併,,cdg-4195,B 一中一西,死亡潛航2,1990,DOS,cmsyew086002a04l14umhidif,死亡潛航 II,2,1991–1991,cmsxqcbq0005r04l4q7pbv475,Silent Service II,2,1990–1990,0.910,translation_pair,0.970,0.150,
建議合併,,cdg-4241,B 一中一西,極道梟雄,1993,DOS,cmtpkdgp201so04jvzw2gsnr3,極道梟雄,5,1994–1994,cmtpk5dv5011d04jvb8e1jumw,SYNDICATE,2,1993–1993,0.910,translation_pair,0.920,0.100,
建議合併,,cdg-3812,B 一中一西 ⚠年代分歧,氙星異形,1988,DOS,cmtpkk6e9036d04jvcd0y3xmv,XENON,1,1995–1995,cmsx2uneb000d04ldrw5m06zf,氙星異形I,1,1990–1990,0.910,translation_pair,0.820,0.510,
建議合併,,cdg-0398,C 同語言、字面小異,大明英雄傳：龍騰天下,1993,DOS,cmtpk4j5z00vm04jvx1o8plsb,大明英雄傳 龍騰天下,3,1993–1993,cmtpk5wap017304jvpk8jbeyy,大明英雄傳,1,1993–1993,0.910,same_writing,0.360,0.070,
建議合併,,cdg-0745,C 同語言、字面小異,玉蒲團之浪史奇觀,1997,DOS,cmtpl55c5086p04jv2shtdtnl,玉蒲團之浪史奇觀,1,1997–1997,cmtpl55bm086o04jvt2611a4v,玉蒲團,1,1997–1997,0.910,translation_pair,0.760,0.080,
建議合併,,cdg-1117,C 同語言、字面小異,帝國的光榮,1992,DOS,cmt1mvalg008b04jusyvoszx0,帝國的光榮,1,1992–1992,cmtdmiijn000j04l4maa9tm14,帝國之光榮,1,1992–1992,0.910,same_writing,0.680,0.060,
建議合併,,cdg-1566,C 同語言、字面小異,仙劍奇俠傳3,2003,Windows,cmtpnhyev03gc04l6efzv3xtx,仙劍奇俠傳3,3,2003–2003,cmtpn9mtn01yn04l6sfnlnr1x,仙劍奇俠傳三,8,2002–2004,0.910,same_writing,0.750,0.130,
建議合併,,cdg-1152,B 一中一西,決戰大魔域,1993,DOS,cmtpkg3fb02fp04jvfg4ibdu4,重返魔域,2,1994–1994,cmtpk6hpz01a104jvjrsnm47p,RETURN TO ZORK,1,1993–1993,0.900,translation_pair,0.950,0.140,
建議合併,,cdg-1918,B 一中一西,毀滅戰士（Obliterator）,1988,DOS,cmsvpx58s000o04ldnqzmqbgs,毀滅戰士,5,1989–1994,cmsvpx58z000q04ldgun6zvjs,Obliterator,1,1989–1989,0.900,translation_pair,0.950,0.290,
建議合併,,cdg-2969,B 一中一西,創世紀7：黑月之門,1992,DOS,cmt9rt67i000104jszp8mwoue,創世紀7：黑月之門,2,1992–1992,cmt9n4wfe004e04jm0ub74vge,創世紀VII——黑月之門,1,1992–1992,0.900,same_writing,0.870,0.050,
建議合併,,cdg-3175,B 一中一西,模擬城市,1989,DOS,cmsvpx56x000504ldpysay0t8,模擬城市,7,1989–2000,cmsvud7tt000l04l6zyg2uajr,SIM CITY,1,1989–1989,0.900,translation_pair,0.700,0.080,
建議合併,,cdg-4468,B 一中一西,出擊飛龍,1989,DOS,cmswuudqe000704l4vq33r8zu,出擊飛龍,3,1990–1991,cmswuudqm000804l4laybungz,STRIDER,1,1990–1990,0.900,translation_pair,0.910,0.350,
建議合併,,cdg-4764,B 一中一西,火爆鋼球,1990,DOS,cmt03mnbf000n04l5gwtses2q,火爆鋼球,4,1992–1992,cmt03mnbn000o04l51p5p7pkl,Speed Ball 2,1,1992–1992,0.900,translation_pair,0.880,0.260,
建議合併,,cdg-1420,B 一中一西 ⚠年代分歧,秋之回憶,2003,Windows,cmtpnjwkd03xh04l6kmfkaprm,秋之回憶,2,2003–2004,cmtxy6a5300an04kwjwj1mzbd,Memories Off,1,2000–2000,0.900,translation_pair,0.980,0.540,
建議合併,,cdg-0885,C 同語言、字面小異,裝甲雄師,1989,DOS,cmt03mnrd003u04l512bjawz7,裝甲雄師,1,1992–1992,cmswq0tcj007404l6etx9t0ob,裝甲雄獅,3,1990–1991,0.900,translation_pair,0.940,0.390,
建議合併,,cdg-1531,C 同語言、字面小異,風色幻想SP：封神之刻,2000,Windows,cmtplmm3t0cj504jvih6ib5cm,風色幻想SP～封神之刻,3,1999–2000,cmtplnxks0cvg04jvs61oewma,風色幻想SP,1,1999–1999,0.900,same_writing,0.510,0.370,
建議合併,,cdg-1838,B 一中一西,神州八劍,1991,DOS,cmsylqo73001004jip3ilyfux,神州八劍,8,1991–1991,cmsylqo7a001104ji6uj6ncxo,The Other Side of the Predella,1,1991–1991,0.890,translation_pair,0.990,0.070,
建議合併,,cdg-4625,B 一中一西,烏托邦,1991,DOS,cmta7yv53002b04kz2j6t5tuc,烏托邦,4,1993–1993,cmtpk43gk00qk04jvr7jugb4n,UTOPIA,1,1993–1993,0.890,translation_pair,0.840,0.470,
建議合併,,cdg-2681,B 一中一西 ⚠年代分歧,雷電,1994,DOS,cmtpki0iv02y804jvmompa2wd,雷電,1,1995–1995,cmu5g93rr001h04ky47nnzmy5,Raiden,1,1998–1998,0.890,translation_pair,0.940,0.720,
建議合併,,cdg-3758,B 一中一西 ⚠年代分歧,魔界歷險,1987,DOS,cmtplfdzw0ar304jvyir56s1z,魔域傳說,1,1998–1998,cmswuudut000y04l4sh4mdmva,SORCERIAN,1,1990–1990,0.890,translation_pair,0.790,0.420,
建議合併,,cdg-0890,C 同語言、字面小異,西楚霸王：項羽,1996,DOS,cmtpkqejf04bi04jvmr9x7dzi,西楚霸王—項羽,2,1995–1995,cmtpktg8s053y04jvhkvkadg9,西楚霸王,3,1996–1996,0.890,same_writing,0.420,0.120,
建議合併,,cdg-1477,C 同語言、字面小異,美少女夢工場,1992,DOS,cmtpkd3t301ny04jvg13vwhml,美少女夢工場,1,1994–1994,cmta16l12001v04jwfc8th1lk,美少女夢工廠,1,1992–1992,0.890,same_writing,0.480,0.250,
建議合併,,cdg-2987,C 同語言、字面小異,劍俠情緣2,2000,Windows,cmtplth460e2d04jvjhteor1e,劍俠情緣 2,1,2000–2000,cmtplw6zs0ep804jv82ve0qta,劍俠情緣貳,1,2001–2001,0.890,translation_pair,0.470,0.450,
建議合併,,cdg-4006,B 一中一西,梅杜莎指環,1989,DOS,cmsybv6po00cx04l2z60px9xv,梅杜莎指環,4,1991–1991,cmsxqcbni005304l457tofvyo,Rings of Medusa,2,1990–1990,0.880,translation_pair,0.970,0.460,
建議合併,,cdg-4736,B 一中一西,跳跳飛球,1991,DOS,cmsx2w9ag005e04ld4tuk991h,跳跳飛球,1,1990–1990,cmsx2w9am005f04lden9mt7k4,Pop Up,1,1990–1990,0.880,translation_pair,0.860,0.620,
建議合併,,cdg-0671,C 同語言、字面小異,世紀爭霸,2001,Windows,cmtpn112b000j04l619na1b2i,世紀爭霸,2,2001–2001,cmtplw6vl0enw04jvpq4kp2dg,地球帝國,1,2001–2001,0.880,translation_pair,0.990,0.080,
建議合併,,cdg-1884,C 同語言、字面小異,軒轅劍3：雲和山的彼端,1999,Windows,cmss8frug001104jsuos063hd,軒轅劍3-雲和山的彼端,1,1999–1999,cmtplq3p00ddr04jv6a4q7gmy,軒轅劍參～雲和山的彼端,1,2000–2000,0.880,same_writing,0.750,0.330,
建議合併,,cdg-4195,B 一中一西,死亡潛航2,1990,DOS,cmsyew086002a04l14umhidif,死亡潛航 II,2,1991–1991,cmt1hzs9l002s04ld75z9h3m5,死亡潛航II,1,1992–1992,0.870,same_writing,0.850,0.490,
建議合併,,cdg-0756,C 同語言、字面小異,地下創世紀：冥河深淵,1992,DOS,cmt9n2o6g000d04jmxazbbt2z,地下創世紀：冥河深淵,3,1992–1992,cmtpk4j7f00w404jvc9f2ppdh,地下創世紀,1,1993–1993,0.870,translation_pair,0.400,0.500,
建議合併,,cdg-1381,B 一中一西,勇士傳奇,1992,DOS,cmta8mevy000s04jr4lp79x4z,勇士傳奇,4,1993–1993,cmtpjz2pp003704jv2udqq48p,Legends of Valour,1,1993–1993,0.860,translation_pair,0.960,0.400,
建議合併,,cdg-4603,B 一中一西,天際寒星：義無反顧,1991,DOS,cmt9n4wjz005e04jmtschbw37,天際寒星——義無反顧,1,1992–1992,cmt8znyzk002m04jy9af94sym,PLANET'S EDGE,2,1992–1992,0.860,translation_pair,0.910,0.370,
建議合併,,cdg-3181,C 同語言、字面小異,模擬大樓,1997,Windows,cmtpkol6j03t304jvdypqahcb,模擬大樓,1,1995–1995,cmtpl8p3e093l04jv5go9myma,摩天大樓,1,1997–1997,0.860,translation_pair,0.940,0.160,
建議合併,,cdg-4504,A 正規化後完全相同,蝙蝠俠電影版,1989,DOS,cmsyevzw4000104l11vw046rv,蝙蝠俠。電影版,2,1991–1991,cmsyqnps3004g04i5co9lv7xy,蝙蝠俠·電影版,1,1991–1991,0.850,same_writing,0.940,0.540,
逐對看,,cdg-2583,B 一中一西,運輸大亨,1994,DOS,cmtpkkth003c604jvizkpluyw,運輸大亨,2,1995–1995,cmtpkhkje02pi04jvdmepdpef,Transport Tycoon,1,1994–1994,0.840,translation_pair,0.870,0.180,
逐對看,,cdg-1720,C 同語言、字面小異,快打旋風（Street Fighter）,1988,DOS,cmsvv0lvk002m04jrnf5yoosh,快打旋風 (Street Fighter),1,1990–1990,cmsvn61qd000r04l8upsvd9gt,快打旋風,3,1989–1989,0.840,same_writing,0.740,0.480,
逐對看,,cdg-2303,C 同語言、字面小異,文明帝國,1991,DOS,cmtplp0gz0d4t04jvfqhutxef,文明帝國,1,1999–1999,cmtd0z9tk001c04l6cttw3bx1,文明,2,1992–2001,0.840,translation_pair,0.680,0.380,
逐對看,,cdg-4114,C 同語言、字面小異 ⚠年代分歧,戰狗,1993,DOS,cmtplth7e0e3304jv80yreyj7,戰狗,1,2000–2000,cmtpk4j4900v204jvy3ulpy6x,危城爭霸 戰狗,1,1993–1993,0.840,same_writing,0.510,0.140,
逐對看,,cdg-4821,B 一中一西,神月紀事,2001,Windows,cmtplthbx0e4504jvu28ueway,神月紀事,1,2000–2000,cmtpln9sc0col04jvx4bgspr6,LUNA SAGA,1,1999–1999,0.830,translation_pair,0.860,0.790,
逐對看,,cdg-2303,C 同語言、字面小異,文明帝國,1991,DOS,cmtd0z9tk001c04l6cttw3bx1,文明,2,1992–2001,cmt9n2oc3001e04jmjj2zffuq,文明霸業,5,1992–2005,0.830,translation_pair,0.930,0.350,
逐對看,,cdg-5313,C 同語言、字面小異 ⚠年代分歧,羅馬帝國AD92,1992,DOS,cmtpk43qo00sw04jv8zdw029a,羅馬帝國AD92,1,1993–1993,cmtpnr445058504l63vekw3dk,羅馬帝國,1,2004–2004,0.830,translation_pair,0.450,0.790,
逐對看,,cdg-4587,B 一中一西,F-14雄貓式戰鬥機,1990,DOS,cmsyqgoni00ag04jntrjtt0y3,F-14雄貓式戰鬥機,1,1991–1991,cmsyqnpfd000z04i5pd24y4ph,F-14 Tomcat,1,1991–1991,0.800,translation_pair,0.920,0.540,
逐對看,,cdg-2303,C 同語言、字面小異,文明帝國,1991,DOS,cmtplp0gz0d4t04jvfqhutxef,文明帝國,1,1999–1999,cmt9n2oc3001e04jmjj2zffuq,文明霸業,5,1992–2005,0.800,translation_pair,0.920,0.470,
逐對看,,cdg-4468,B 一中一西,出擊飛龍,1989,DOS,cmswuudqm000804l4laybungz,STRIDER,1,1990–1990,cmsumll2f006804jokkqe0o1x,飛龍,1,1988–1988,0.790,translation_pair,0.750,0.770,
逐對看,,cdg-3947,C 同語言、字面小異 ⚠年代分歧,快樂泡泡龍,1989,DOS,cmswqdm5400b404l6jme796bb,快樂泡泡龍,1,1990–1990,cmtpl1iof070s04jvabj7dt3d,泡泡龍,1,1997–1997,0.780,translation_pair,0.500,0.660,
逐對看,,cdg-4468,B 一中一西,出擊飛龍,1989,DOS,cmswuudqe000704l4vq33r8zu,出擊飛龍,3,1990–1991,cmsumll2f006804jokkqe0o1x,飛龍,1,1988–1988,0.760,translation_pair,0.560,0.750,
逐對看,,cdg-3528,C 同語言、字面小異,狩魔獵人：原罪,1993,DOS,cmtpkg3fn02fq04jv9j7o0ora,狩魔獵人－原罪,2,1994–1994,cmtpkdzb101vm04jv7ce1b0ri,狩魔獵人,3,1994–1994,0.760,series_vs_entry,0.870,0.320,
逐對看,,cdg-0624,C 同語言、字面小異,水滸傳之梁山好漢,1999,Windows,cmtpl2ayl07a704jv10tfko6u,水滸傳之梁山好漢,1,1997–1997,cmsvuqwox000104lepsmjptw7,水滸傳,21,1990–1998,0.720,series_vs_entry,0.380,0.530,
逐對看,,cdg-2417,B 一中一西,星際爭霸戰：25週年紀念,1992,DOS,cmt9n4wh7004r04jm8gld4ln8,Star Trek-25th Anniversary,1,1992–1992,cmtdmiika000m04l4tyan17tq,星艦迷航記,1,1992–1992,0.700,translation_pair,0.400,0.130,
送人工,cdg-2903,cdg-2902,B 一中一西,銀河英雄,1989,DOS,cmsvpx5ap001904ldd264g5gn,銀河英雄,5,1989–1990,cmsvpx5aw001b04ldxozr3uj8,Space Rogue,1,1989–1989,0.960,translation_pair,0.990,0.070,
送人工,cdg-0080,cdg-2368,C 同語言、字面小異,方程式機車賽,1989,DOS,cmswq0tj8008t04l6bpyb8ny5,方程式機車賽,1,1990–1990,cmswqdmg800dw04l6omtm0ve2,方程式賽車,1,1990–1990,0.880,translation_pair,0.920,0.350,
送人工,cdg-2902,cdg-2903,D 同語言、字面差很多 ⚠年代分歧,銀河英雄／寒漠風暴,1997,DOS,cmsvpx5ap001904ldd264g5gn,銀河英雄,5,1989–1990,cmtpl1iwp073504jv5ua0oxoo,寒漠風暴,1,1997–1997,0.850,translation_pair,0.870,0.130,
送人工,cdg-2368,cdg-0080,C 同語言、字面小異,GP大賽車,1988,DOS,cmsvn87fc005304l8rbt57gb9,GP大賽車,2,1989–1989,cmswqdmg800dw04l6omtm0ve2,方程式賽車,1,1990–1990,0.810,translation_pair,0.930,0.610,
送人工,cdg-3673,cdg-4613,B 一中一西,夢幻勇士,1990,DOS,cmta1ag5v004h04jwouqakfr5,夢幻勇士,1,1992–1992,cmtpk135i00en04jvols8ysj9,Unreal,1,1992–1992,0.770,translation_pair,0.790,0.540,
送人工,cdg-4613,cdg-3673,B 一中一西 ⚠年代分歧,魔域幻境,1998,Windows,cmtpl639808cq04jv08q6hbl8,魔域幻境,5,1997–2002,cmtpk135i00en04jvols8ysj9,Unreal,1,1992–1992,0.700,translation_pair,0.660,0.940,
送人工,,cdg-1194,C 同語言、字面小異 ⚠年代分歧,波斯王子3D,1999,Windows,cmtplnxmw0cw204jvw82l9ey4,波斯王子3D,1,1999–1999,cmtpnyia306tl04l6rsenw2o2,波斯王子3,1,2005–2005,0.690,translation_pair,0.440,0.880,
送人工,,cdg-2531,C 同語言、字面小異 ⚠年代分歧,聖劍奇兵,1999,Windows,cmtplokep0czh04jv8xq7503j,聖劍奇兵,2,1999–1999,cmsvoibo0000u04jpahg219xg,聖戰奇兵,6,1989–1990,0.510,different_game,0.390,0.940,
建議不合,,cdg-0712,C 同語言、字面小異,失落大地,1999,Windows,cmss8fsbt008f04jsr7rfglz3,失落大地,1,1999–1999,cmtplaaye09ev04jvux00icbr,失落的大地,1,1998–1998,0.390,different_game,0.610,0.790,
建議不合,,cdg-2051,C 同語言、字面小異,純愛手札：交給我你的心,1999,Windows,cmtplokdw0cz604jvyad7i2fb,純愛手札～交給我你的心,1,1999–1999,cmtplfdx90aqw04jvklv5bpft,純愛手札,2,1998–1998,0.380,series_vs_entry,0.650,0.690,
建議不合,,cdg-1879,C 同語言、字面小異,笑傲江湖之日月神教,2000,Windows,cmss8frw3001r04jsv3kj32m9,笑傲江湖之日月神教,1,1999–1999,cmsvpbm5o001104jvmclic9g0,笑傲江湖,11,1989–2000,0.330,series_vs_entry,0.660,0.290,
建議不合,,cdg-4541,C 同語言、字面小異,金錢帝國黃金版,1996,Windows,cmtpl790608sx04jvqejalk5k,金錢帝國黃金版,1,1997–1997,cmtpktgea055n04jv98c59asw,金錢帝國,2,1996–1997,0.320,series_vs_entry,0.440,0.360,
建議不合,,cdg-4322,B 一中一西,城市獵人（Rise of the Dragon）,1990,DOS,cmsylqo1t000804jimnknhy30,Rise of the Dragon,1,1991–1991,cmsylqo1g000704jigkm1rj3y,城市獵人,7,1991–1998,0.290,different_game,0.790,0.530,
建議不合,,cdg-4241,B 一中一西,極道梟雄,1993,DOS,cmtpkdgp201so04jvzw2gsnr3,極道梟雄,5,1994–1994,cmtpkfr8k02bc04jvdzr4mpwb,極道梟雄資料片—美洲風暴,1,1994–1994,0.130,same_game_variant,0.470,0.620,
建議不合,,cdg-4241,B 一中一西,極道梟雄,1993,DOS,cmtpk5dv5011d04jvb8e1jumw,SYNDICATE,2,1993–1993,cmtpkfr8k02bc04jvdzr4mpwb,極道梟雄資料片—美洲風暴,1,1994–1994,0.130,same_game_variant,0.630,0.660,
