issue,platform_printed,platform_tag,name,pages
326,Wii,Wii,SD鋼彈G世代 新世界,68
326,Wii,Wii,夢幻終章,94
326,PlayStation3,PS3,機戰傭兵V,14
326,PlayStation3,PS3,黑暗靈魂,27
326,PlayStation3,PS3,戰國無雙3 Z,106
326,PlayStation3,PS3,殺戮地帶3,114
326,PlayStation3,PS3,PixelJunk Shooter 2,136
326,PlayStation3,PS3,特洛伊無雙,142
326,PlayStation3,PS3,MARVEL VS. CAPCOM 3 兩個世界的命運,150
326,PlayStation3,PS3,真・三國無雙6,158
326,PlayStation3,PS3,侍道4,162
326,PlayStation3,PS3,人中之龍 OF THE END,164
326,Xbox 360,Xbox 360,機戰傭兵V,14
326,Xbox 360,Xbox 360,特洛伊無雙,142
326,Xbox 360,Xbox 360,MARVEL VS. CAPCOM 3 兩個世界的命運,150
326,Xbox 360,Xbox 360,偶像大師2,166
326,ARCADE,Arcade,初音未來 名伶計畫 Arcade Version A,130
327,NINTENDO DS,NDS,逆轉檢事2,62
327,NINTENDO DS,NDS,美美紅巾熊的生活2,125
327,NINTENDO DS,NDS,DRAGON QUEST MONSTERS-Joker 2 PROFESSIONAL,138
327,NINTENDO 3DS,3DS,解放之刃REXX,5
327,NINTENDO 3DS,3DS,雷頓教授與奇蹟面具,14
327,NINTENDO 3DS,3DS,航海王 無限巡航SP,124
327,NINTENDO 3DS,3DS,觸控！雙筆運動,124
327,NINTENDO 3DS,3DS,任天狗＋貓 柴犬與新朋友們,128
327,NINTENDO 3DS,3DS,任天狗＋貓 玩具貴賓犬與新朋友們,128
327,NINTENDO 3DS,3DS,任天狗＋貓 法國鬥牛犬與新朋友們,128
327,NINTENDO 3DS,3DS,鋼彈3D對戰,130
327,NINTENDO 3DS,3DS,超級快打旋風IV 3D,132
327,NINTENDO 3DS,3DS,戰國無雙 編年史,134
327,PlayStation Portable,PSP,解放之刃REXX,5
327,PlayStation Portable,PSP,史坦斯閘門,10
327,PlayStation Portable,PSP,戰鼓啪打碰3,40
327,PlayStation Portable,PSP,戰場女武神3,58
327,PlayStation Portable,PSP,魔物獵人PORTABLE 3rd,76
327,PlayStation Portable,PSP,精靈情緣,125
327,PlayStation Portable,PSP,戰鬥神姬 戰鬥群英Mk.2,125
327,PlayStation Portable,PSP,ToHeart2 迷宮旅人,126
327,PlayStation Portable,PSP,冬宮III 暗黑使徒與太陽宮殿,127
327,PlayStation Portable,PSP,最後約定的故事,136
327,PlayStation Portable,PSP,SD鋼彈G世代 新世界,140
327,PlayStation Portable,PSP,PERSONA2 罪,142
327,Wii,Wii,SD鋼彈G世代 新世界,140
327,PlayStation3,PS3,殺戮地帶3,30
327,PlayStation3,PS3,越野風暴3,44
327,PlayStation3,PS3,SOCOM 4: U.S. NAVY SEALs,48
327,PlayStation3,PS3,Move明星大集合,50
327,PlayStation3,PS3,小小大星球2,52
327,PlayStation3,PS3,凱薩琳,67
327,PlayStation3,PS3,人中之龍 OF THE END,144
327,PlayStation3,PS3,真・三國無雙6,146
327,PlayStation3,PS3,無盡傳奇,150
327,Xbox 360,Xbox 360,Ever 17,8
327,Xbox 360,Xbox 360,史坦斯閘門 比翼雙飛的戀人,12
327,Xbox 360,Xbox 360,凱薩琳,67
327,Xbox 360,Xbox 360,偶像大師2,152
328,NINTENDO DS,NDS,奪寶報告 機械機關的遺產,12
328,NINTENDO DS,NDS,逆轉檢事2,114
328,NINTENDO DS,NDS,角色快拍！美樂蒂,144
328,NINTENDO 3DS,3DS,縱橫諜海3D,14
328,NINTENDO 3DS,3DS,超級快打旋風IV 3D,44
328,NINTENDO 3DS,3DS,戰國無雙 編年史,48
328,NINTENDO 3DS,3DS,とびだす！パズルボブル 3D,52
328,NINTENDO 3DS,3DS,任天狗＋貓 柴犬與新朋友們,54
328,NINTENDO 3DS,3DS,任天狗＋貓 玩具貴賓犬與新朋友們,54
328,NINTENDO 3DS,3DS,任天狗＋貓 法國鬥牛犬與新朋友們,54
328,NINTENDO 3DS,3DS,實感賽車3D,56
328,NINTENDO 3DS,3DS,恐龍大作戰3D,58
328,NINTENDO 3DS,3DS,雷頓教授與奇蹟面具,60
328,PlayStation Portable,PSP,魔槍戰記 -魔槍軍神與英雄戰-,16
328,PlayStation Portable,PSP,SD鋼彈G世代 新世界,106
328,PlayStation Portable,PSP,白騎士物語 episode.portable 教義戰爭,119
328,PlayStation Portable,PSP,超時空要塞 三角邊疆,124
328,PlayStation Portable,PSP,魔物獵人PORTABLE 3rd,129
328,PlayStation Portable,PSP,DISSIDIA duodecim FINAL FANTASY,132
328,PlayStation Portable,PSP,秋之回憶 打勾勾的記憶,144
328,PlayStation Portable,PSP,神劍闖江湖-明治劍客浪漫譚-再閃,144
328,PlayStation Portable,PSP,戀曲寫真,146
328,PlayStation Portable,PSP,FINAL FANTASY IV Complete Collection,150
328,Wii,Wii,SD鋼彈G世代 新世界,106
328,PlayStation3,PS3,極限混亂,7
328,PlayStation3,PS3,凱薩琳,95
328,PlayStation3,PS3,侍道4,138
328,PlayStation3,PS3,虛擬實戰網球4,144
328,Xbox 360,Xbox 360,極限混亂,7
328,Xbox 360,Xbox 360,凱薩琳,95
328,Xbox 360,Xbox 360,偶像大師2,100
328,Xbox 360,Xbox 360,虛擬實戰網球4,144
328,Xbox 360,Xbox 360,赤刀 真,145
328,Xbox 360,Xbox 360,皮影忍者,145
329,NINTENDO DS,NDS,逆轉檢事2,92
329,NINTENDO DS,NDS,名偵探科南 藍寶石迴旋曲,110
329,NINTENDO DS,NDS,DRAGON QUEST MONSTERS-Joker 2 PROFESSIONAL,118
329,NINTENDO 3DS,3DS,雷頓教授與奇蹟面具,24
329,NINTENDO 3DS,3DS,鋼彈3D對戰,54
329,NINTENDO 3DS,3DS,數獨+3 ～nikoli益智集錦～,110
329,PlayStation Portable,PSP,屍骸派對 暗影之書,9
329,PlayStation Portable,PSP,SD鋼彈G世代 新世界,50
329,PlayStation Portable,PSP,夢幻之星PORTABLE 2 無窮進化,67
329,PlayStation Portable,PSP,DISSIDIA duodecim FINAL FANTASY,85
329,Wii,Wii,SD鋼彈G世代 新世界,50
329,PlayStation3,PS3,黑暗靈魂,12
329,PlayStation3,PS3,機戰傭兵V,16
329,PlayStation3,PS3,食人巨鷹TRICO,20
329,PlayStation3,PS3,侍道4,58
329,PlayStation3,PS3,真・三國無雙6,100
329,PlayStation3,PS3,驚奇柏青哥 小拳王 KYORAKU精選集Vol.1,110
329,PlayStation3,PS3,信長之野望・天道 with 威力加強版,111
329,PlayStation3,PS3,SOCOM 4: U.S. NAVY SEALs,112
329,PlayStation3,PS3,特洛伊無雙,114
329,PlayStation3,PS3,空戰奇兵 突擊地平線,116
329,PlayStation3,PS3,人中之龍 OF THE END,120
329,Xbox 360,Xbox 360,機戰傭兵V,16
329,Xbox 360,Xbox 360,偶像大師2,82
329,Xbox 360,Xbox 360,復甦夢魘,111
329,Xbox 360,Xbox 360,特洛伊無雙,114
329,Xbox 360,Xbox 360,空戰奇兵 突擊地平線,116
330,NINTENDO DS,NDS,東大將棋 名人戰道場DS,110
330,NINTENDO 3DS,3DS,神眼釣手3D,110
330,NINTENDO 3DS,3DS,職棒家庭棒球場2011,112
330,NINTENDO 3DS,3DS,生死格鬥 新次元,114
330,NINTENDO 3DS,3DS,深淵傳奇,118
330,PlayStation Portable,PSP,DISSIDIA duodecim FINAL FANTASY,64
330,PlayStation Portable,PSP,SD鋼彈G世代 新世界,72
330,PlayStation Portable,PSP,夢幻之星PORTABLE 2 無窮進化,75
330,PlayStation Portable,PSP,魔物獵人PORTABLE 3rd,84
330,PlayStation Portable,PSP,職棒野球魂2011,111
330,PlayStation Portable,PSP,高校狂師,116
330,PlayStation Portable,PSP,秋葉原歷險,120
330,Wii,Wii,SD鋼彈G世代 新世界,72
330,PlayStation3,PS3,黑色洛城,4
330,PlayStation3,PS3,狂彈風暴,17
330,PlayStation3,PS3,闇龍紀元2,18
330,PlayStation3,PS3,侍道4,59
330,PlayStation3,PS3,真・三國無雙6,88
330,PlayStation3,PS3,燒屍滅跡,110
330,PlayStation3,PS3,職棒野球魂2011,111
330,Xbox 360,Xbox 360,黑色洛城,4
330,Xbox 360,Xbox 360,MUV-LUV,8
330,Xbox 360,Xbox 360,MUV-LUV ALTERNATIVE,9
330,Xbox 360,Xbox 360,狂彈風暴,17
330,Xbox 360,Xbox 360,闇龍紀元2,18
330,Xbox 360,Xbox 360,偶像大師2,70
331,NINTENDO DS,NDS,學研 中文饗宴DS 聽力訓練＆書寫訓練,26
331,NINTENDO DS,NDS,學研 韓文饗宴 聽力訓練＆書寫訓練,26
331,NINTENDO DS,NDS,逆轉檢事2,82
331,NINTENDO DS,NDS,心球奇遇記,106
331,NINTENDO DS,NDS,仙魔大戰 漢熟霸王 三位動亂戰創紀,107
331,NINTENDO DS,NDS,奇妙仙子與妖精居家生活,109
331,NINTENDO DS,NDS,DRAGON QUEST MONSTERS-Joker 2 PROFESSIONAL,112
331,NINTENDO 3DS,3DS,飛行俱樂部 度假勝地,12
331,NINTENDO 3DS,3DS,潛艦駕駛員,26
331,NINTENDO 3DS,3DS,縱橫諜海3D,26
331,NINTENDO 3DS,3DS,任天狗＋貓 柴犬與新朋友們,90
331,NINTENDO 3DS,3DS,任天狗＋貓 玩具貴賓犬與新朋友們,90
331,NINTENDO 3DS,3DS,任天狗＋貓 法國鬥牛犬與新朋友們,90
331,NINTENDO 3DS,3DS,超級快打旋風IV 3D,92
331,NINTENDO 3DS,3DS,戰國無雙 編年史,94
331,NINTENDO 3DS,3DS,實感賽車3D,96
331,NINTENDO 3DS,3DS,雷頓教授與奇蹟面具,98
331,NINTENDO 3DS,3DS,觸控！雙筆運動,108
331,NINTENDO 3DS,3DS,鋼彈3D對戰,110
331,PlayStation Portable,PSP,戰國婆娑羅 歷戰英雄,5
331,PlayStation Portable,PSP,華鬼 ～戀愛初刻 永久印記～,27
331,PlayStation Portable,PSP,夢幻之星PORTABLE 2 無窮進化,44
331,PlayStation Portable,PSP,DISSIDIA duodecim FINAL FANTASY,62
331,PlayStation Portable,PSP,魔物獵人PORTABLE 3rd,66
331,PlayStation Portable,PSP,超時空要塞 三角邊疆,84
331,PlayStation Portable,PSP,世界傳奇 閃耀神話3,86
331,PlayStation Portable,PSP,遙遠時空5,88
331,PlayStation Portable,PSP,鵝媽媽的神祕洋房,109
331,PlayStation Portable,PSP,FINAL FANTASY IV Complete Collection,114
331,PlayStation Portable,PSP,戰鼓啪打碰3,116
331,Wii,Wii,異星尋奇,120
331,PlayStation3,PS3,DUNAMIS 15,10
331,PlayStation3,PS3,進化世代2：全面解放,24
331,PlayStation3,PS3,人中之龍 OF THE END,70
331,PlayStation3,PS3,越野風暴3,27
331,PlayStation3,PS3,真・三國無雙6,49
331,PlayStation3,PS3,侍道4,58
331,PlayStation3,PS3,無盡傳奇,118
331,Xbox 360,Xbox 360,DUNAMIS 15,10
331,Xbox 360,Xbox 360,進化世代2：全面解放,24
331,ARCADE,Arcade,鐵拳TAG TOURNAMENT 2,28
331,ARCADE,Arcade,頭文字D ARCADE STAGE 6 AA,30
332,NINTENDO DS,NDS,773英語教學DS 以精通TOEIC為目標,36
332,NINTENDO DS,NDS,惡魔求生者2,42
332,NINTENDO DS,NDS,DRAGON QUEST MONSTERS-Joker 2 PROFESSIONAL,114
332,NINTENDO 3DS,3DS,謎惑館 ～聲音之間～,16
332,NINTENDO 3DS,3DS,惡靈古堡 THE MERCENARIES 3D,20
332,NINTENDO 3DS,3DS,鋼彈3D對戰,36;58
332,NINTENDO 3DS,3DS,雷射超人 瘋狂兔子 時光旅行,36
332,NINTENDO 3DS,3DS,Fishing 3D,103
332,PlayStation Portable,PSP,學園義呆利Portable,37
332,PlayStation Portable,PSP,FINAL FANTASY IV Complete Collection,37
332,PlayStation Portable,PSP,懷舊迷宮X2,37
332,PlayStation Portable,PSP,白衣性戀愛症候群,44
332,PlayStation Portable,PSP,FINAL FANTASY 零式,51
332,PlayStation Portable,PSP,夢幻之星PORTABLE 2 無窮進化,64
332,PlayStation Portable,PSP,SD鋼彈G世代 新世界,86
332,PlayStation Portable,PSP,密室犧牲者 ～美紀：亢奮之夜～,103
332,PlayStation Portable,PSP,翻轉颱風Portable,104
332,PlayStation Portable,PSP,出擊!!少女們的戰場2,104
332,PlayStation Portable,PSP,日常（外星人）,104
332,PlayStation Portable,PSP,ToHeart2 迷宮旅人,105
332,PlayStation Portable,PSP,模擬J聯盟足球7 EURO PLUS,106
332,PlayStation Portable,PSP,魔槍戰記 -魔槍軍神與英雄戰爭-,108
332,PlayStation Portable,PSP,戀曲寫真,116
332,PlayStation Portable,PSP,PERSONA2 罪,118
332,Wii,Wii,祭品之夜,38
332,Wii,Wii,SD鋼彈G世代 新世界,86
332,PlayStation3,PS3,惡靈古堡 復甦精選,24
332,PlayStation3,PS3,Move明星大集合（中英文合版）,38
332,PlayStation3,PS3,末日之戰2,38;46
332,PlayStation3,PS3,進化世代2：全面解放,40
332,PlayStation3,PS3,赤色戰線：末日決戰,48
332,PlayStation3,PS3,真・三國無雙6,68
332,PlayStation3,PS3,小小大星球2（中英文合版）,74
332,PlayStation3,PS3,碧血狂殺：鬼怪夢魘包,76
332,PlayStation3,PS3,戰國無雙3 Z,78
332,PlayStation3,PS3,凱薩琳,80
332,PlayStation3,PS3,天外天2,82
332,PlayStation3,PS3,MARVEL VS. CAPCOM 3 兩個世界的命運,84
332,PlayStation3,PS3,殺戮地帶3,88
332,PlayStation3,PS3,魔界戰記4,90
332,PlayStation3,PS3,狂彈風暴,92
332,PlayStation3,PS3,鍊金術士梅露露 ～亞蘭德的鍊金術士3～,102
332,PlayStation3,PS3,邊境封鎖島,110
332,PlayStation3,PS3,暗夜獵殺：惡魔熔爐,112
332,PlayStation3,PS3,無盡傳奇,120
332,Xbox 360,Xbox 360,惡靈古堡 復甦精選,24
332,Xbox 360,Xbox 360,末日之戰2,39;46
332,Xbox 360,Xbox 360,ESCHATOS,39
332,Xbox 360,Xbox 360,救世英豪：中古傳奇4,39
332,Xbox 360,Xbox 360,進化世代2：全面解放,40
332,Xbox 360,Xbox 360,赤色戰線：末日決戰,48
332,Xbox 360,Xbox 360,碧血狂殺：鬼怪夢魘包,76
332,Xbox 360,Xbox 360,凱薩琳,80
332,Xbox 360,Xbox 360,天外天2,82
332,Xbox 360,Xbox 360,MARVEL VS. CAPCOM 3 兩個世界的命運,84
332,Xbox 360,Xbox 360,狂彈風暴,92
332,Xbox 360,Xbox 360,邊境封鎖島,110
332,Xbox 360,Xbox 360,暗夜獵殺：惡魔熔爐,112
332,ARCADE,Arcade,超級快打旋風IV ARCADE EDITION,100
333,NINTENDO DS,NDS,DRAGON QUEST MONSTERS-Joker 2 PROFESSIONAL,34;44
333,NINTENDO DS,NDS,怪談餐館 毛骨悚然菜單100選,108
333,NINTENDO 3DS,3DS,劍與魔法與學園迷宮3D,20
333,NINTENDO 3DS,3DS,蒼翼默示錄 連續變幻II,34
333,NINTENDO 3DS,3DS,火影忍者 疾風傳 忍立體繪卷！最強忍界決戰!!,34
333,NINTENDO 3DS,3DS,病毒射手XX,35
333,NINTENDO 3DS,3DS,nikoli數獨3D ～8種猜謎1000題～,35
333,NINTENDO 3DS,3DS,職棒家庭棒球場2011,35
333,NINTENDO 3DS,3DS,スライムもりもりDRAGON QUEST 3 大海賊としっぽ団,47
333,NINTENDO 3DS,3DS,閃電十一人GO,101
333,NINTENDO 3DS,3DS,小精靈＆大蜜蜂 新次元,110
333,PlayStation Portable,PSP,鋼彈回憶錄 ～歷戰回憶～,12
333,PlayStation Portable,PSP,降鬼一族,16
333,PlayStation Portable,PSP,光輝同盟,22
333,PlayStation Portable,PSP,聖騎戰史,26
333,PlayStation Portable,PSP,蒼翼默示錄 連續變幻II,36
333,PlayStation Portable,PSP,愛麗絲夢遊梅花國,36
333,PlayStation Portable,PSP,性感女劍士特別版,36
333,PlayStation Portable,PSP,聖誕之吻（EB收藏集＋）,48
333,PlayStation Portable,PSP,魔物獵人PORTABLE 3rd,82
333,PlayStation Portable,PSP,夢幻之星PORTABLE 2 無窮進化,85
333,PlayStation Portable,PSP,戀曲寫真,112
333,Wii,Wii,閃電十一人 足球前鋒,100
333,PlayStation3,PS3,惡靈古堡 浣熊市行動,7
333,PlayStation3,PS3,傳送門2,24
333,PlayStation3,PS3,被詛咒的小護 ～冥界活劇寬螢幕版～,37
333,PlayStation3,PS3,吃角子老虎超狂熱 安東尼豬木加油打氣柏青嫂機,37
333,PlayStation3,PS3,幻境神界,54
333,PlayStation3,PS3,人中之龍 OF THE END,71
333,PlayStation3,PS3,魔界戰記4,104
333,PlayStation3,PS3,越野風暴3,106
333,PlayStation3,PS3,完美大戰略 ～戰場霸者～,109
333,Xbox 360,Xbox 360,惡靈古堡 浣熊市行動,7
333,Xbox 360,Xbox 360,傳送門2,24
333,Xbox 360,Xbox 360,幻境神界,54
333,Xbox 360,Xbox 360,完美大戰略 ～戰場霸者～,109
333,PlayStation2,PS2,聖誕之吻（EB收藏集＋）,48
337,NINTENDO DS,NDS,諾菈與時間工房 迷霧森林的魔女,6
337,NINTENDO DS,NDS,假面騎士全集合 騎士世代,148
337,NINTENDO DS,NDS,露營老媽+老爸,149
337,NINTENDO 3DS,3DS,祕密基地3D,10
337,NINTENDO 3DS,3DS,薩爾達傳說 時之笛3D,146
337,PlayStation Portable,PSP,光輝騎士IV OVER LOAD,12
337,PlayStation Portable,PSP,超越未來 導正時箭,14
337,PlayStation Portable,PSP,初音未來 -名伶計畫- Ver2.5（暫定）,48
337,PlayStation Portable,PSP,模擬J聯盟足球7 EURO PLUS,54
337,PlayStation Portable,PSP,最後約定的故事,61
337,PlayStation Portable,PSP,魔物獵人PORTABLE 3rd,74
337,PlayStation Portable,PSP,FINAL FANTASY 零式,135
337,PlayStation Portable,PSP,Weiß Schwarz Portable,148
337,PlayStation Portable,PSP,美女偵探社 第1卷,149
337,PlayStation Portable,PSP,光輝同盟,150
337,PlayStation Portable,PSP,聖騎戰史,152
337,Wii,Wii,潘朵拉塔 直到妳身邊,144
337,PlayStation3,PS3,超越未來 導正時箭,14
337,PlayStation3,PS3,狙擊之王：幽靈戰士,16
337,PlayStation3,PS3,DUNGEON SIEGE III,18
337,PlayStation3,PS3,越野精英賽3,20
337,PlayStation3,PS3,二元領域,32
337,PlayStation3,PS3,初音未來 -名伶計畫- 夢幻劇院2nd,52
337,PlayStation3,PS3,人中之龍 OF THE END,58
337,PlayStation3,PS3,幻境神界,67
337,Xbox 360,Xbox 360,DUNGEON SIEGE III,18
337,Xbox 360,Xbox 360,越野精英賽3,20
337,Xbox 360,Xbox 360,二元領域,32
337,Xbox 360,Xbox 360,幻境神界,67
338,NINTENDO DS,NDS,DRAGON QUEST MONSTERS-Joker 2 PROFESSIONAL,61
338,NINTENDO DS,NDS,奪寶報告 機械機關的遺產,94
338,NINTENDO DS,NDS,心球奇遇記,103
338,NINTENDO DS,NDS,惡魔求生者2,110
338,NINTENDO 3DS,3DS,潛艦駕駛員,96
338,NINTENDO 3DS,3DS,觸控！雙筆運動,104
338,NINTENDO 3DS,3DS,仙魔大戰 漢熟霸王 三位動亂戰創紀,104
338,NINTENDO 3DS,3DS,小精靈＆大蜜蜂 新次元,106
338,NINTENDO 3DS,3DS,惡靈古堡 THE MERCENARIES 3D,114
338,PlayStation Portable,PSP,七龍傳說2020,8
338,PlayStation Portable,PSP,実況パワフルプロ野球2011,20
338,PlayStation Portable,PSP,魔物獵人PORTABLE 3rd,52
338,PlayStation Portable,PSP,魔槍戰記 -魔槍軍神與英雄戰爭-,83
338,PlayStation Portable,PSP,光輝騎士IV OVER LOAD,86
338,PlayStation Portable,PSP,魔物獵人日記 溫馨艾路村G,116
338,PlayStation Portable,PSP,女王之門 渾沌螺旋,120
338,Wii,Wii,007 黃金眼,18
338,Wii,Wii,潘朵拉塔 直到妳身邊,80
338,Wii,Wii,異星尋奇,89
338,PlayStation3,PS3,愛麗絲驚魂記：瘋狂再臨,16
338,PlayStation3,PS3,実況パワフルプロ野球2011,20
338,PlayStation3,PS3,黑暗靈魂,30
338,PlayStation3,PS3,機戰傭兵V,34
338,PlayStation3,PS3,幻境神界,56
338,PlayStation3,PS3,真・三國無雙6,70
338,PlayStation3,PS3,傳送門2,92
338,PlayStation3,PS3,空戰奇兵 突擊地平線,108
338,Xbox 360,Xbox 360,愛麗絲驚魂記：瘋狂再臨,16
338,Xbox 360,Xbox 360,黑暗靈魂,30
338,Xbox 360,Xbox 360,機戰傭兵V,34
338,Xbox 360,Xbox 360,幻境神界,56
338,Xbox 360,Xbox 360,傳送門2,92
338,Xbox 360,Xbox 360,守護者列傳,105
338,Xbox 360,Xbox 360,空戰奇兵 突擊地平線,108
338,iPhone,iOS,CHAOS RINGS Ω,11
338,ARCADE,Arcade,鐵拳TAG TOURNAMENT 2,100
339,NINTENDO DS,NDS,卡比大集合,26
339,NINTENDO DS,NDS,DRAGON QUEST MONSTERS-Joker 2 PROFESSIONAL,63
339,NINTENDO DS,NDS,諾菈與時間工房 迷霧森林的魔女,108
339,NINTENDO DS,NDS,魔法氣泡!!,111
339,NINTENDO 3DS,3DS,NEW LOVE PLUS,13
339,NINTENDO 3DS,3DS,薩爾達傳說 時之笛3D,22
339,NINTENDO 3DS,3DS,星戰火狐64 3D,25
339,NINTENDO 3DS,3DS,生死格鬥 新次元,86
339,NINTENDO 3DS,3DS,深淵傳奇,128
339,NINTENDO 3DS,3DS,惡靈古堡 THE MERCENARIES 3D,130
339,PlayStation Portable,PSP,魔物獵人PORTABLE 3rd,74
339,PlayStation Portable,PSP,秋葉原歷險,90
339,PlayStation Portable,PSP,魔槍戰記 -魔槍軍神與英雄戰爭-,94
339,PlayStation Portable,PSP,官能昔話Portable,112
339,PlayStation Portable,PSP,勁歌貴公子Repeat,112
339,PlayStation Portable,PSP,美食獵人TORIKO 美食求生戰！,113
339,PlayStation Portable,PSP,熱烈柏青魂Portable VOL 1 福音戰士～真實之翼～,113
339,PlayStation Portable,PSP,ToHeart2 迷宮旅人,114
339,PlayStation Portable,PSP,模擬J聯盟足球7 EURO PLUS,116
339,PlayStation Portable,PSP,光輝同盟,118
339,PlayStation Portable,PSP,戰國婆娑羅 歷戰英雄,120
339,PlayStation Portable,PSP,鋼彈回憶錄 ～歷戰回憶～,132
339,PlayStation Portable,PSP,降鬼一族,134
339,PlayStation Portable,PSP,女王之門 渾沌螺旋,138
339,Wii,Wii,潘朵拉塔 直到妳身邊,98
339,PlayStation3,PS3,第2次超級機器人大戰OG,5
339,PlayStation3,PS3,劍魂V,20
339,PlayStation3,PS3,黑色洛城,39
339,PlayStation3,PS3,人中之龍 OF THE END,44
339,PlayStation3,PS3,幻境神界,70
339,PlayStation3,PS3,極限混亂,104
339,PlayStation3,PS3,熱烈柏青魂 VOL 2 福音戰士～真實之翼～,113
339,PlayStation3,PS3,ToHeart2 DX PLUS,122
339,PlayStation3,PS3,inFAMOUS 2,124
339,PlayStation3,PS3,東京叢林,126
339,PlayStation3,PS3,特洛伊無雙,136
339,Xbox 360,Xbox 360,劍魂V,20
339,Xbox 360,Xbox 360,黑色洛城,39
339,Xbox 360,Xbox 360,幻境神界,70
339,Xbox 360,Xbox 360,極限混亂,104
339,Xbox 360,Xbox 360,特洛伊無雙,136
339,ARCADE,Arcade,鐵拳TAG TOURNAMENT 2,82
340,NINTENDO DS,NDS,DRAGON QUEST MONSTERS-Joker 2 PROFESSIONAL,73
340,NINTENDO 3DS,3DS,惡靈古堡 THE MERCENARIES 3D,50
340,NINTENDO 3DS,3DS,驚奇！浮現！魔法筆,111
340,PlayStation Portable,PSP,魔物獵人PORTABLE 3rd,64
340,PlayStation Portable,PSP,FINAL FANTASY 零式,84
340,PlayStation Portable,PSP,糖果島的彼得潘 ～Sweet Never Land～,109
340,PlayStation Portable,PSP,深紅帝國 ～Circumstances to serve a noble～,109
340,PlayStation Portable,PSP,擬真殺人遊戲 第1卷,109
340,PlayStation Portable,PSP,code_18,110
340,PlayStation Portable,PSP,聖騎戰史,112
340,PlayStation Portable,PSP,戀曲寫真,116
340,PlayStation Portable,PSP,鋼彈回憶錄 ～歷戰回憶～,122
340,Wii,Wii,DRAGON QUEST 25周年記念 FAMICOM＆SUPER FAMICOM DRAGON QUEST Ⅰ・Ⅱ・Ⅲ,13
340,Wii,Wii,潘朵拉塔 直到妳身邊,56
340,PlayStation3,PS3,闇影罪罰,16
340,PlayStation3,PS3,人中之龍 OF THE END,43
340,PlayStation3,PS3,特洛伊無雙,68
340,PlayStation3,PS3,戰慄突擊3,114
340,PlayStation3,PS3,無盡傳奇,120
340,Xbox 360,Xbox 360,闇影罪罰,16
340,Xbox 360,Xbox 360,特洛伊無雙,68
340,Xbox 360,Xbox 360,code_18,110
340,Xbox 360,Xbox 360,30秒勇者 -Super Mega Neo Climax-,110
340,Xbox 360,Xbox 360,閃亮銀槍,110
340,Xbox 360,Xbox 360,戰慄突擊3,114
343,NINTENDO DS,NDS,魔法氣泡!!,153
343,NINTENDO DS,NDS,小熊維尼 百畝森林食譜,154
343,NINTENDO DS,NDS,惡魔求生者2,160
343,PlayStation Portable,PSP,戰國婆娑羅 歷戰英雄,52
343,PlayStation Portable,PSP,魔物獵人日記 溫馨艾路村G,62
343,PlayStation Portable,PSP,新世紀福音戰士新劇場版 3nd Impact,150
343,PlayStation Portable,PSP,CLOCK ZERO ～最後一秒～ Portable,154
343,PlayStation Portable,PSP,戀愛番長2 午夜課程!!!,154
343,PlayStation Portable,PSP,萌萌大戰爭☆現代版＋,155
343,PlayStation Portable,PSP,光輝騎士IV OVER RELOADED,156
343,PlayStation Portable,PSP,聖騎戰史,162
343,PlayStation Portable,PSP,ToHeart2 迷宮旅人,164
343,PlayStation Portable,PSP,降鬼一族,166
343,NINTENDO 3DS,3DS,惡靈古堡 真相,44
343,NINTENDO 3DS,3DS,@SIMPLE DL系列 Vol.1 THE 逃出密室 ～不可思議的麥當熊篇～,152
343,Wii,Wii,全民節奏天國,142
343,Wii,Wii,Wii遙控器Plus 綜合包,144
343,Wii,Wii,いただきストリートWii,146
343,PlayStation3,PS3,魔物獵人PORTABLE 3rd HD版,32
343,PlayStation3,PS3,龍族教義,36
343,PlayStation3,PS3,惡靈古堡 浣熊市行動,40
343,PlayStation3,PS3,快打旋風 X 鐵拳,48
343,PlayStation3,PS3,死亡復甦2 非公開事件,56
343,PlayStation3,PS3,阿修羅之怒,60
343,PlayStation3,PS3,FINAL FANTASY XIII-2,64
343,PlayStation3,PS3,人中之龍 OF THE END,72
343,PlayStation3,PS3,inFAMOUS 2,85
343,PlayStation3,PS3,闇影罪罰,86
343,PlayStation3,PS3,決勝時刻：現代戰爭3,148
343,PlayStation3,PS3,ToHeart2 DX PLUS,158
343,Xbox 360,Xbox 360,戰爭機器3,16
343,Xbox 360,Xbox 360,龍族教義,36
343,Xbox 360,Xbox 360,惡靈古堡 浣熊市行動,40
343,Xbox 360,Xbox 360,快打旋風 X 鐵拳,48
343,Xbox 360,Xbox 360,死亡復甦2 非公開事件,56
343,Xbox 360,Xbox 360,阿修羅之怒,60
343,Xbox 360,Xbox 360,FINAL FANTASY XIII-2,64
343,Xbox 360,Xbox 360,闇影罪罰,86
343,Xbox 360,Xbox 360,決勝時刻：現代戰爭3,148
343,ARCADE,Arcade,鐵拳TAG TOURNAMENT 2,140
346,NINTENDO DS,NDS,坦克戰記2：重裝上陣,31
346,NINTENDO DS,NDS,諾菈與時間工房 迷霧森林的魔女,44
346,NINTENDO DS,NDS,心球奇遇記,104
346,NINTENDO DS,NDS,魔法氣泡!!,108
346,PlayStation Portable,PSP,FINAL FANTASY 零式,38
346,PlayStation Portable,PSP,魔物獵人日記 溫馨艾路村G,46
